Order ID	Order date	Return request date	Return request status	Amazon RMA ID	Merchant RMA ID	Label type	Label cost	Currency code	Return carrier	Tracking ID	Label to be paid by	A-to-Z Claim	Is prime	ASIN	Merchant SKU	Item Name	Return quantity	Return Reason	In policy	Return type	Resolution	Invoice number	Return delivery date	Order Amount	Order quantity	SafeT Action reason	SafeT claim id	SafeT claim state	SafeT claim creation time	SafeT claim reimbursement amount	Refunded Amount
111-6552586-9511403	27-Oct-2021	10-Dec-2021	Approved	D7bwP5R2RRMA	 	AmazonPrePaidLabel	5.26	USD	UPS	1Z2A05729015253017	Seller	N	N	B000EDMS4Y	M9696C-SZ-6.5	Converse Unisex Chuck Taylor All Star Low Top Red Sneakers - US Women's 8.5 B(M) / US Men's 6.5 D(M)	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	75.67	1	 	 	 	 	 	75.67
112-1637029-0404263	01-Dec-2021	10-Dec-2021	Approved	DTbvP6RBRRMA	 	AmazonPrePaidLabel	5.26	USD	UPS	1Z2A05729015247346	Seller	N	N	B0811F932R	FW9204-SZ-7	adidas Predator 20.4 Firm Ground Soccer Shoe (unisex-adult) Black/White	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	76.95	1	 	 	 	 	 	76.95
113-4010685-9327411	29-Nov-2021	10-Dec-2021	Approved	D2Z4PxRJRRMA	 	AmazonPrePaidLabel	6.14	USD	UPS	1Z2A05729015216183	Seller	N	N	B09MMH115W	5HM00544125-SZ-6.5	Fila Disruptor Shearling Womens Shoes Size 6.5, Color: White	1	AMZ-PG-APP-STYLE	Y	C-Returns	RefundAtFirstScan	 	 	85.29	1	 	 	 	 	 	85.29
111-7990685-7745820	04-Dec-2021	10-Dec-2021	Approved	D4ZGPyRrRRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729015213953	Seller	N	N	B08LD7HRT8	MSS-FZ0174-SZ-8.5	adidas Women's Ultraboost 20 Black/Iron/Carbon Sneaker 8.5 M US	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	StandardRefund	 	 	192.94	1	 	 	 	 	 	192.94
111-1365748-6337037	26-Nov-2021	10-Dec-2021	Approved	DKwHPZRgRRMA	 	AmazonPrePaidLabel	8.41	USD	UPS	1Z2A05729015185814	Seller	N	N	B01BPL5YR6	AQ3325-SZ-15	adidas Men's HVC Wrestling Shoe, Black/White/Iron Metallic, 15	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	StandardRefund	 	 	65.81	1	 	 	 	 	 	 
114-7089109-5646636	29-Nov-2021	10-Dec-2021	Approved	DYwqPGRpRRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729015181765	Seller	N	N	B09MMP4CD9	MSS-BY8928-SZ-8	adidas Pureboost X Womens Shoes Size 8, Color: Black/White	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	107.39	1	 	 	 	 	 	107.39
113-5116888-0957059	01-Dec-2021	10-Dec-2021	Approved	D5WVP1RxRRMA	 	AmazonPrePaidLabel	5.26	USD	UPS	1Z2A05729015116451	Seller	N	N	B07F3YZ73T	MSS-BC0702-SZ-6	adidas Outdoor Unisex-Child Captain TOEY Water Sports Shoe Sandal, Active Pink/True Pink/raw White, 6 Child US Big Kid	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	31.69	1	 	 	 	 	 	31.69
114-4402483-7885826	07-Dec-2021	10-Dec-2021	Approved	DFWLP1RNRRMA	 	AmazonPrePaidLabel	5.26	USD	UPS	1Z2A05729015089900	Seller	N	N	B077Y533P1	DB2468-SZ-5.5	adidas Unisex-Kid's COPA 18.4 FxG J Soccer Shoe, Silver Metallic/Black/Football Blue, 5.5 M US Big Kid	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	53.52	1	 	 	 	 	 	53.52
112-5127032-4682639	05-Dec-2021	10-Dec-2021	Approved	D59CPgRjRRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729015085422	Seller	N	N	B077XJ5W8B	AQ0562-SZ-12	adidas Men's Alphabounce Instinct Running Shoe, white/grey two/black, 12 M US	1	CR-UNWANTED_ITEM	Y	C-Returns	RefundAtFirstScan	 	 	179.80	2	 	 	 	 	 	89.90
112-7757752-5141039	05-Dec-2021	10-Dec-2021	Approved	Dt94PQRpRRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729015077342	Seller	N	N	B07NK8DR9K	H8B3L0500-SZ-10.5	ASICS Gel-Lyte Athletic Men's Shoes Size 10.5 Grey	1	CR-SWITCHEROO	Y	C-Returns	RefundAtFirstScan	 	 	69.89	1	 	 	 	 	 	69.89
112-6323168-3763444	01-Dec-2021	10-Dec-2021	Approved	Dh9YPnRLRRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729015055035	Seller	N	N	B07TSFLMWY	MSS-EF3453-SZ-14	adidas ALPHAEDGE 4D Unisex	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	 	 	265.64	1	 	 	 	 	 	265.64
111-6966495-1471415	10-Dec-2021	10-Dec-2021	Approved	DQ9BPPRyRRMA	 	AmazonPrePaidLabel	5.26	USD	UPS	1Z2A05729015044127	Seller	N	N	B07S1ZBR34	MSS-EF1950-SZ-13	adidas Turf Predator 20.3 Soccer Shoe (unisex-child) Core Black/White/Active Red 13 Little Kid	1	CR-MISSED_ESTIMATED_DELIVERY	Y	C-Returns	RefundAtFirstScan	 	 	53.21	1	 	 	 	 	 	53.21
112-1020156-0810657	27-Nov-2021	10-Dec-2021	Approved	DrQwP2RpRRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729015023695	Seller	N	N	B07LBTM21S	EF1229-SZ-9	adidas Mens Alphabounce+ EF1229 - Size 9	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	68.84	1	 	 	 	 	 	68.84
112-5485080-1381858	03-Dec-2021	10-Dec-2021	Approved	DvQMPrRRRRMA	 	AmazonPrePaidLabel	5.26	USD	UPS	1Z2A05729014980939	Seller	N	N	B07D78SLWJ	D97940-SZ-10.5	adidas Predator 19.2 Firm Ground (mens) Active Red/Solar Red/Black 10.5	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	97.32	1	 	 	 	 	 	97.32
113-4376693-0119466	08-Dec-2021	10-Dec-2021	Approved	D76TPLR8RRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729014972368	Seller	N	N	B09MZQ7GLZ	MSS-FV7969-SZ-11.5	adidas NMD_R1 Mens Shoes Size 11.5, Color: Black/Black	1	DID_NOT_LIKE_FABRIC	Y	C-Returns	StandardRefund	 	 	140.78	1	 	 	 	 	 	140.78
114-1474725-6854626	02-Dec-2021	10-Dec-2021	Approved	Dx6xPKRpRRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729014969943	Seller	N	N	B07RZWGRPG	MSS-EG6566-SZ-4	adidas Women's D.O.N. Issue #1 Basketball Shoe, FTWR White/core Black/core Black, 4	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	64.09	1	 	 	 	 	 	64.09
112-7133678-1460204	01-Nov-2021	10-Dec-2021	Approved	Dj6pPJRFRRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729014939323	Seller	N	N	B077XHMZJM	MSS-BC0248-SZ-9	adidas Men's Ultraboost Parley Running Shoe, white/carbon/blue spirit, 9 M US	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	 	 	147.59	1	 	 	 	 	 	 
112-0147276-3538618	28-Oct-2021	10-Dec-2021	Approved	DshVPxRfRRMA	 	AmazonPrePaidLabel	5.26	USD	UPS	1Z2A05729014924624	Seller	N	N	B00GY04Z4W	MSS-B457Y9328-SZ-6.5	ASICS Women's Gel 1150V Volley Ball Shoe,Silver/Cardinal/Black,6.5 M US	1	CR-UNWANTED_ITEM	Y	C-Returns	RefundAtFirstScan	 	 	58.88	1	 	 	 	 	 	58.88
111-4064914-1071448	26-Nov-2021	10-Dec-2021	Approved	D4hQPrR9RRMA	 	AmazonPrePaidLabel	5.26	USD	UPS	1Z2A05729014880181	Seller	N	N	B01BPL5US4	AQ3325-SZ-10.5	adidas Men's HVC Wrestling Shoe, Black/White/Iron Metallic, 10.5	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	67.30	1	 	 	 	 	 	67.30
111-5817740-7045052	26-Nov-2021	10-Dec-2021	Approved	D7htPWRNRRMA	 	AmazonPrePaidLabel	5.26	USD	UPS	1Z2A05729014875419	Seller	N	N	B07K3C441Q	MSS-LM1831AG410-SZ-XL	Fila Men's Cyrus Velour Pant Peacoat/White XL	1	CR-SWITCHEROO	Y	C-Returns	StandardRefund	 	 	75.08	1	 	 	 	 	 	 
112-2505217-8914614	27-Nov-2021	10-Dec-2021	Approved	DKzzPQRfRRMA	 	AmazonPrePaidLabel	5.63	USD	UPS	1Z2A05729014872583	Seller	N	N	B07THDMZ32	MSS-EE5786-SZ-10.5	adidas Mens Stan Smith Recon Sneakers Shoes Casual - Black - Size 10.5 D	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	83.88	1	 	 	 	 	 	83.88
114-2748410-0214622	07-Dec-2021	10-Dec-2021	Approved	D5zCP4RVRRMA	 	AmazonPrePaidLabel	8.08	USD	UPS	1Z2A05729014836078	Seller	N	N	B07BHYCKTC	AQ3325-SZ-13.5	adidas Men's HVC Wrestling Shoe, Black/White/Iron Metallic, 13.5	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	70.28	1	 	 	 	 	 	70.28
